Name,Longitude,Latitude
BOI,-116.223,43.5644
PDX,-122.5979996,45.58869934
JAC,-110.73799896240234,43.6072998046875
MTJ,-107.893997192,38.509799957300004
PBI,-80.09559631347656,26.68320083618164
SRQ,-82.55439758300781,27.39539909362793
BDL,-72.68319702149999,41.9388999939
PVD,-71.420403,41.732601
KOA,-156.045603,19.738783
LIH,-159.33900451660156,21.97599983215332
HNL,-157.924228,21.32062
PIT,-80.23290253,40.49150085
PWM,-70.30930328,43.64619827
MHT,-71.435699,42.932598
ALB,-73.80169677734375,42.74829864501953
TUL,-95.88809967041016,36.19839859008789
PSP,-116.50700378417969,33.8297004699707
COS,-104.700996,38.805801
ELP,-106.3779984,31.80719948
FAT,-119.71800231933594,36.77619934082031
VPS,-86.525398,30.4832
ATW,-88.5190963745,44.258098602299995
GRI,-98.30960083007812,40.967498779296875
BHM,-86.75350189,33.56290054
SPS,-98.491898,33.9888
SWO,-97.08570098877,36.161201477051
DAY,-84.21939849853516,39.902400970458984
COU,-92.21959686279297,38.81809997558594
LEX,-84.60590362548828,38.0364990234375
FAR,-96.81580352783203,46.92070007324219
MFE,-98.23860168,26.17580032
CID,-91.71080017089844,41.884700775146484
SGF,-93.38860321,37.24570084
LIT,-92.2242965698,34.729400634799994
CHA,-85.20379638671875,35.035301208496094
ABI,-99.68190002440001,32.4113006592
DBQ,-90.70950317,42.40200043
SUX,-96.38439941,42.40259933
FWA,-85.19509888,40.97850037
TLH,-84.35030364990234,30.396499633789062
XNA,-94.306801,36.281898
LAN,-84.58740234375,42.77870178222656
TYR,-95.40239715576172,32.35409927368164
GRB,-88.12960052490234,44.48509979248047
SJT,-100.49600219726562,31.35770034790039
GRK,-97.82890319820001,31.067199707
CMI,-88.27809906,40.03919983
BPT,-94.02069854736328,29.9507999420166
LSE,-91.256699,43.879002
GNV,-82.2717971802,29.6900997162
GSP,-82.2189025879,34.8956985474
AZO,-85.5521011352539,42.234901428222656
BMI,-88.91590118,40.47710037
RST,-92.5,43.90829849243164
FSD,-96.741897583,43.582000732400004
PNS,-87.186599731445,30.473400115967
MGM,-86.39399719,32.30059814
HOU,-95.27890015,29.64539909
ACT,-97.23049926757812,31.611299514770508
TOL,-83.80780029,41.58679962
TXK,-93.99099731445312,33.45370101928711
AEX,-92.54979705810547,31.32740020751953
ROC,-77.67240142822266,43.118900299072266
GGG,-94.71150207519531,32.38399887084961
BZN,-111.1529999,45.77750015
SPI,-89.67790222,39.84410095
MQT,-87.395401001,46.353599548300004
AVP,-75.72339630130001,41.338500976599995
MLI,-90.50749969482422,41.44850158691406
CLL,-96.36380005,30.58860016
GJT,-108.527000427,39.1223983765
LCH,-93.22329711914062,30.126100540161133
MLU,-92.0376968383789,32.51089859008789
GCK,-100.723999023,37.9275016785
MSO,-114.0910034,46.91630173
FSM,-94.36740112304688,35.33660125732422
AGS,-81.9645004272461,33.36989974975586
TRI,-82.407401,36.475201
PIA,-89.6932983398,40.664199829100006
GTR,-88.5914001465,33.450298309299995
LFT,-91.98760223,30.20529938
EVV,-87.5324020386,38.0369987488
AVL,-82.54180145263672,35.43619918823242
ABE,-75.44080352783203,40.652099609375
EWN,-77.04290008539999,35.0730018616
GTF,-111.3710022,47.48199844
MYR,-78.9282989502,33.6796989441
CSG,-84.93890380859375,32.516300201416016
RAP,-103.05699920654297,44.0452995300293
GPT,-89.07009887695312,30.40730094909668
BIS,-100.74600219726562,46.772701263427734
BGR,-68.8281021118164,44.80739974975586
HPN,-73.70760345458984,41.06700134277344
SFB,-81.23750305175781,28.777599334716797
SCK,-121.2379989624,37.894199371338
IAG,-78.94619750976562,43.1072998046875
PGD,-81.9905014,26.92020035
AZA,-111.6549988,33.30780029
PIE,-82.68740082,27.91020012
MFR,-122.87300109863281,42.37419891357422
RFD,-89.09719848632812,42.19540023803711
HTS,-82.55799866,38.36669922
LCK,-82.927803,39.813801
BLV,-89.835197,38.5452
BLI,-122.53800201416016,48.79280090332031
BIL,-108.54299926757812,45.807701110839844
EUG,-123.21199798583984,44.12459945678711
FNT,-83.74359893798828,42.96540069580078
PBG,-73.46810150146484,44.650901794433594
PSC,-119.11900329589844,46.26470184326172
PVU,-111.72299957275,40.219200134277
USA,-80.709099,35.387798
IDA,-112.070999,43.514599
MLB,-80.64530181884766,28.102800369262695
FAY,-78.88030242919922,34.9911994934082
DAB,-81.058098,29.179899
ART,-76.02169799804688,43.99190139770508
HVN,-72.88680267,41.26369858
OKC,-97.60070037841797,35.39310073852539
MOB,-88.242797851562,30.691200256348
LBE,-79.40480042,40.27590179
ACY,-74.57720184326172,39.45759963989258
LAW,-98.4166030884,34.5676994324
FLG,-111.6709976,35.13850021
JLN,-94.49829864501953,37.151798248291016
ASE,-106.8690033,39.22320175
HDN,-107.2180023,40.48120117
RDM,-121.1500015,44.2541008
LRD,-99.46160125732422,27.543800354003906
YUM,-114.6060028,32.65660095
BRO,-97.4259033203125,25.90679931640625
BFL,-119.0569992,35.43360138
MHK,-96.6707992553711,39.14099884033203
ROW,-104.53099822998047,33.30160140991211
SAF,-106.088996887,35.617099762
SGU,-113.510306,37.036389
CYS,-104.8119965,41.15570068
MEI,-88.75189971923828,32.33259963989258
PIB,-89.33709716796875,31.467100143432617
CRP,-97.5011978149414,27.77039909362793
DAL,-96.851799,32.847099
SBP,-120.641998291,35.236801147499996
BUR,-118.35900115966797,34.20069885253906
STS,-122.8130035,38.50899887
MRY,-121.84300231933594,36.58700180053711
SBN,-86.31729888916016,41.70869827270508
VLD,-83.27670288085938,30.782499313354492
MBS,-84.07959747314453,43.532901763916016
HLN,-111.98300170898438,46.6068000793457
SUN,-114.2959976,43.50439835
LGB,-118.1520004,33.81769943
FCA,-114.25599670410156,48.31050109863281
GFK,-97.176102,47.949299
DLH,-92.19360351559999,46.8420982361
ERI,-80.1738667488,42.0831270134
DHN,-85.44960021972656,31.321300506591797
ABY,-84.19450378417969,31.535499572753906
BQK,-81.46649932861328,31.258800506591797
MDW,-87.752403,41.785999
IMT,-88.1145019531,45.8184013367
ESC,-87.0936965942,45.7226982117
CPR,-106.463997,42.908001
SWF,-74.10479736328125,41.50410079956055
SCE,-77.84870147710001,40.8493003845
ISN,-103.641998291,48.177898407
ROA,-79.975403,37.3255
CMX,-88.48909759521484,47.168399810791016
EAU,-91.48429870605469,44.86579895019531
EAR,-99.0068,40.727
LWB,-80.3994979858,37.8582992554
SHD,-78.8964004517,38.2638015747
MKG,-86.23819733,43.16949844
HYS,-99.27320099,38.84220123
SLN,-97.6521987915039,38.79100036621094
BFF,-103.5960007,41.87400055
UIN,-91.19460297,39.94269943
CGI,-89.57080078125,37.22529983520508
CKB,-80.2281036377,39.2966003418
RKS,-109.065001,41.5942
PUB,-104.49700164794922,38.289100646972656
LBL,-100.9599991,37.0442009
PAH,-88.7738037109375,37.06079864501953
VEL,-109.5100021,40.4408989
CNY,-109.7549973,38.75500107
DVL,-98.90879822,48.11420059
JMS,-98.67819977,46.92969894
LAR,-105.67500305175781,41.31209945678711
GCC,-105.539001465,44.348899841299996
LBF,-100.6839981,41.12620163
PRC,-112.4199982,34.65449905
SBA,-119.8399963,34.42620087
ACV,-124.109,40.978101
MAF,-102.2020034790039,31.9424991607666
RDD,-122.2929993,40.50899887
OTH,-124.24600219726562,43.41709899902344
MMH,-118.8379974,37.62409973
COD,-109.024002075,44.520198822
LWS,-117.01499938964844,46.3745002746582
PIH,-112.59600067138672,42.9098014831543
ABR,-98.42179870605469,45.449100494384766
APN,-83.56030273,45.0780983
PLN,-84.79669952,45.57089996
BJI,-94.93370056,47.50939941
BRD,-94.13809967,46.39830017
BTM,-112.49700164794922,45.95479965209961
CDC,-113.0989990234375,37.70100021362305
CIU,-84.47239685058594,46.25080108642578
EKO,-115.79199981689453,40.82490158081055
ITH,-76.4583969116211,42.49100112915039
TWF,-114.487999,42.4818
HIB,-92.83899689,47.38660049
BGM,-75.97979736,42.20869827
RHI,-89.46749877929688,45.63119888305664
INL,-93.4030990600586,48.566200256347656
ECP,-85.795414,30.357106
FAI,-147.8560028,64.81510162
ANC,-149.99600219726562,61.174400329589844
AMA,-101.706001,35.219398
HOB,-103.2170029,32.6875
LBB,-101.822998,33.663601
HHH,-80.6975021362,32.2243995667
ITO,-155.04800415039062,19.721399307250977
DRT,-100.927001953,29.3742008209
ALO,-92.40029907226562,42.557098388671875
ISP,-73.10019684,40.79520035
ORH,-71.87570190429688,42.26729965209961
ADQ,-152.4940033,57.75
BET,-161.8379974,60.77980042
SCC,-148.4649963,70.19470215
BRW,-156.766008,71.285402
KTN,-131.7140045,55.35559845
JNU,-134.5760040283203,58.35499954223633
SIT,-135.36199951171875,57.04710006713867
PSG,-132.9450073,56.80170059
WRG,-132.3699951,56.48429871
OME,-165.44500732421875,64.51219940185547
OTZ,-162.598999,66.88469696
DRO,-107.753997803,37.1515007019
TTN,-74.8134994506836,40.27669906616211
PSM,-70.8233032227,43.0778999329
HGR,-77.72949982,39.707901
OWB,-87.16680145,37.74010086
YAK,-139.660003662,59.5032997131
CDV,-145.4779968,60.4917984
ADK,-176.64599609375,51.87799835205078
STC,-94.05989837646484,45.546600341796875
SMX,-120.4570007,34.89889908
OGS,-75.46549987790002,44.6819000244
OGD,-112.0120010376,41.195899963379
LYH,-79.20040130615234,37.326698303222656
